Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Thriller, Mystery, Drama",en,2019-01-24,5.4,his;quiet;a,Serenity
"Drama, Thriller",de,2006-03-15,8.1,is;system.;A,The Lives of Others
Drama,es,2011-09-22,6.3,relive;Two;each,"Madrid, 1987"
Documentary,pt,2021-02-23,7.5,the;Brazilian;documentary,Pelé
"Horror, Comedy, Action",nl,2019-12-13,6.4,into;shabby;gagged,Yummy
Horror,en,1979-07-26,6.3,The;Long;their,The Amityville Horror
"Horror, Mystery, Thriller",en,2013-11-16,6.3,more;begins;vacationing,Wer
"Action, Adventure, Thriller, Drama",en,1997-02-07,6.1,find;the;are,Dante's Peak
"Comedy, Crime",en,1987-04-02,5.4,at;community;the,Police Academy 4: Citizens on Patrol
"Crime, Action, Horror, Thriller",en,1999-03-16,4.6,wanders;crosses;wrong,From Dusk Till Dawn 2: Texas Blood Money
"Action, Adventure, Comedy, Thriller",en,1989-12-22,6.4,prison;the;helped,Tango & Cash
"Horror, Thriller, Mystery",en,2008-10-24,5.3,"people;rest,;of",Vacancy 2: The First Cut
"Science Fiction, Horror, Mystery",en,2019-09-07,6.0,raise;perfect;search,Vivarium
"Action, Thriller, Science Fiction",en,2011-10-11,5.3,the;online;of,Arena
Western,en,1992-08-07,7.9,one;sheriff.;a,Unforgiven
Drama,ru,2019-10-31,7.0,"and;affair,;close",Fidelity
"Comedy, Drama, Family, Romance",en,2006-03-17,6.8,has;twin;threaten,She's the Man
Comedy,en,2000-08-25,6.2,takes;she;The,Bring It On
Horror,en,2003-04-11,6.2,teenage;sadistic;across,House of 1000 Corpses
"Drama, Romance",en,2008-08-15,6.8,"painter,;same;ex-wife,",Vicky Cristina Barcelona
"Thriller, Fantasy, Action, Comedy",en,2003-08-15,5.6,accident;Hong;with,The Medallion
"Drama, Crime",es,2014-10-12,7.9,“meat;an;murders,The Boss: Anatomy of a Crime
"Drama, TV Movie",en,2021-04-30,6.0,12-year-old;budding;son.,Daddy's Perfect Little Girl
"Adventure, Action, Drama",en,1998-03-12,6.6,havoc;kingdom;Louis,The Man in the Iron Mask
"Science Fiction, Action, Thriller",en,2017-06-01,4.8,wrong.;and;experiment,Kill Switch
"Horror, Science Fiction, Thriller",ru,2020-11-04,6.3,the;a;below,The Superdeep
"Animation, Family",es,2016-10-14,6.0,to;along;settle,Ozzy
"Family, Animation, Adventure",en,2003-02-07,5.9,planning;and;and,The Jungle Book 2
"Mystery, Drama, History, Family, Thriller",en,2015-06-05,7.0,May;a;experiences,The Cokeville Miracle
"Action, Comedy, Fantasy",en,2003-03-28,5.5,kung;who;fu,Bulletproof Monk
Romance,ko,2017-05-04,4.5,to;person;their,Covet: Island of Desire
"Comedy, Romance",en,2002-03-29,6.0,college;on;must,National Lampoon's Van Wilder
"Action, Animation",ja,2007-04-28,6.5,"anime;manga,;New",Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight
"Action, Adventure, Comedy",en,2004-06-16,5.9,worldwide;that;a,Around the World in 80 Days
"Comedy, Drama, Romance",en,2005-02-25,6.5,their;with;are,Diary of a Mad Black Woman
"Action, Adventure, Crime, Thriller",cn,1991-02-07,7.4,"Nazi;Hawk"";""Asian",Operation Condor
"Drama, Action, Adventure, Fantasy",en,2013-12-06,6.1,"seek;homeland,;treacherous",47 Ronin
"Comedy, Drama",en,2016-04-15,6.3,and;salon;rages,Barbershop: The Next Cut
"Adventure, Animation, Comedy, Family",en,2008-09-24,5.8,Weenie;with;to,Open Season 2
"Romance, Drama",ja,2007-11-03,7.9,continue;sky;school,Sky of Love
"Action, Crime, Science Fiction",en,2020-08-14,6.6,users;teen;pill,Project Power
"Science Fiction, Action, Thriller, Drama",ko,2018-07-25,6.4,may;reunification;the,Illang: The Wolf Brigade
"Action, Drama",en,1997-08-19,6.4,Team;everyone;where,G.I. Jane
"Thriller, Drama, Action",ko,2016-12-07,7.5,a;hits;housing,Pandora
"Action, Adventure, Fantasy, Family",en,2019-01-16,6.1,when;his;supernatural,The Kid Who Would Be King
"Drama, Family, Fantasy",en,1995-05-10,7.6,Crewe;fight;Sara's,A Little Princess
"Action, Drama, Thriller",en,1994-08-03,6.6,the;fought;Jack,Clear and Present Danger
"Action, Science Fiction, Thriller",en,2019-04-05,4.1,a;soldiers.;only,Alien Warfare
"Drama, History, Action",en,1993-05-07,6.9,and;This;Hollywood,Dragon: The Bruce Lee Story
"Action, Thriller, Science Fiction",en,2008-03-14,5.9,dispatched;of;battle,Doomsday
Drama,en,2021-04-30,7.0,days;A;of,Four Good Days
"Horror, Thriller, Mystery",en,2019-11-21,5.6,of;from;witnesses,Behind the Trees
"Adventure, Action",en,2014-09-05,6.2,attacked;the;his,Falcon Rising
"Action, Comedy",en,1978-06-27,6.4,McCall.;by;form,Convoy
"History, Drama, Comedy",it,1971-08-25,7.0,young;ends;two,The Decameron
"Horror, Drama, Thriller, Fantasy",en,2019-05-16,6.0,hunt;seek;encounter,The Silence
"Thriller, Crime, Drama",en,2013-10-25,5.2,A;get;over,The Counselor
Action,en,2015-11-13,6.1,hijack;to;they're,Heist
"Comedy, Crime",en,1989-03-31,7.3,meets;tries;play,Heathers
"War, Drama, History, Romance",en,2019-05-03,7.0,strong;of;same,Tolkien
"Western, Crime",en,2016-08-11,7.3,brother;A;family's,Hell or High Water
"Drama, Romance",en,1984-02-17,6.6,where;place;in,Footloose
"Comedy, Drama, Thriller",en,1996-06-10,5.9,"He;Steven,;Steven",The Cable Guy
"Thriller, Horror",en,2000-12-22,5.1,Van;who;an,Dracula 2000
"Family, Animation, Comedy, Adventure",fr,2018-05-12,6.9,travel;to;Gallic,Asterix: The Secret of the Magic Potion
"Comedy, Family, Fantasy",en,2006-12-07,6.2,"a;season,;scared",Charlotte's Web
"Comedy, Romance",en,2013-02-08,5.5,"two;courtship,;knot.",I Give It a Year
"Horror, Comedy",en,2007-10-26,6.9,the;virgin;bitter,Trick 'r Treat
"Crime, Comedy, Action",en,2013-09-13,6.4,notorious;protection;hard.,The Family
"Crime, Drama, Thriller",en,1996-07-24,7.4,rebirth;sparking;KKK.,A Time to Kill
"Drama, Action, Thriller",en,2011-12-08,5.1,and;The;find,Catch.44
"War, Thriller, Action, Drama",en,1995-05-12,7.2,"officer;captain;sub,",Crimson Tide
"Action, Fantasy, Thriller",en,2020-02-28,6.5,him;authorities;condemning,Mortal
"Action, Drama, Comedy",zh,2018-08-16,7.7,methods;class;as,Big Brother
"Adventure, Fantasy, Horror, Family",en,1990-05-25,6.9,can;fall;hotel,The Witches
"Comedy, Romance",en,2004-12-22,6.2,of;parents;Focker.,Meet the Fockers
Documentary,fr,2022-03-09,0.0,he's;was;little,Soy Libre
Comedy,en,2010-08-18,4.2,can;torn;teen,Vampires Suck
Documentary,en,2021-11-12,6.1,as;find;were,Procession
"Crime, Drama, Thriller",it,2019-12-05,6.7,and;a;is,The Immortal
Horror,en,2006-06-24,4.2,"again,;killing;the",I'll Always Know What You Did Last Summer
Horror,en,2014-12-04,5.2,buried;they;they,The Pyramid
Drama,en,2016-11-18,7.5,his;where;After,Manchester by the Sea
"Horror, Thriller, Mystery",en,2018-10-13,6.7,In;dark;by,The Haunted
"Thriller, Crime",en,2019-05-23,4.5,interwoven;it;the,The Poison Rose
Comedy,en,2014-05-02,5.9,"job;car,;of",Walk of Shame
"Action, Drama, Thriller, Romance",en,1993-01-15,6.2,convict;widow;Gillen,Nowhere to Run
"Drama, Thriller, TV Movie, War",en,1987-04-12,7.3,Sobibor;the;escape,Escape from Sobibor
"Drama, History, Romance",en,1979-08-14,5.8,behind;fiendishly;of,Caligula
"Family, Animation, Adventure, Comedy",en,2017-06-28,6.8,Factory.;Chocolate;a,Tom and Jerry: Willy Wonka and the Chocolate Factory
"Drama, History, Comedy, Family",en,2017-10-12,6.8,In;world;a,The Man Who Invented Christmas
"Adventure, Fantasy, Animation, Science Fiction, Family",ja,2001-07-06,6.4,Unfortunately;try;a,Pokémon 4Ever: Celebi - Voice of the Forest
"Comedy, Romance, Drama",en,2007-06-01,6.2,"tell;Stone,;his",Knocked Up
"Horror, Thriller",en,2005-09-16,5.5,"man;A;souls,",Venom
Drama,fr,2022-03-09,0.0,he;in;with,Theo and the Metamorphosis
"Comedy, Crime, Drama, History",en,2018-08-09,7.6,"Springs,;American;Ku",BlacKkKlansman
"Science Fiction, Thriller",en,2018-06-29,6.2,the;A.I.;by,Tau
"Action, Crime, Thriller",en,2017-09-23,7.0,getting;and;turn,Brawl in Cell Block 99
"Family, Fantasy, Action, Adventure, Comedy",en,2009-07-21,5.4,evil;they;to,G-Force
"Animation, Comedy, Family",en,2003-11-14,6.4,mission?;Acme;purposes.,Looney Tunes: Back in Action
"Horror, Science Fiction, Thriller",en,2014-04-04,5.7,real-life;vacationing;thriller,Alien Abduction
"Comedy, Science Fiction",en,2015-06-26,5.8,anything;Earth;to,Absolutely Anything
"Animation, Fantasy",en,2013-03-03,7.5,going;designer.;for,Monster High: Scaris City of Frights
"Action, Fantasy",zh,2019-02-05,5.5,a;journeying;through,The Knight of Shadows: Between Yin and Yang
Comedy,en,1993-07-28,6.6,"England,;Sheriff;and",Robin Hood: Men in Tights
"Animation, Family",en,2011-11-03,6.7,and;their;at,Barbie: A Perfect Christmas
"Thriller, Drama",en,2017-10-12,5.8,as;for;storm,6 Below: Miracle on the Mountain
"Drama, Romance",fr,2017-12-20,7.4,have;story;training,Promise at Dawn
"Romance, Comedy, Adventure",en,2008-02-07,5.7,drags;boss;find,Fool's Gold
"Drama, History",en,2021-02-12,7.4,Hampton;Edgar;fellow,Judas and the Black Messiah
"Action, Comedy, Science Fiction",en,2008-03-27,5.2,the;takes;by,Superhero Movie
"Crime, Action, Thriller",en,2014-08-27,6.1,a;finds;operative,The November Man
Drama,en,2010-10-28,6.2,Jack's;grief;her,The Other Woman
Action,en,2019-03-05,5.4,soldier;his;of,The Hard Way
Documentary,fr,2022-03-09,0.0,in;could;uber-rich.,A Guide to Love and Fighting Capitalism
"Drama, Thriller",en,2021-07-16,6.7,beloved;mysterious;in,Pig
Comedy,en,2015-03-05,5.4,to;A;routine,Unfinished Business
"Thriller, Drama, Mystery, Crime",en,2018-10-04,6.8,secret;motel;have,Bad Times at the El Royale
"Romance, Comedy",en,2020-11-26,7.4,yet;holiday;when,Happiest Season
"Comedy, Romance",en,2005-02-04,6.8,"her;approaching,;to",The Wedding Date
"Comedy, Drama",en,2013-08-30,5.8,career;strip;with,Afternoon Delight
"Drama, History, War",en,1989-08-18,7.1,the;a;squad,Casualties of War
"Thriller, Action, Science Fiction",en,2014-06-19,4.9,has;taken;10,The Anomaly
"Science Fiction, Adventure, Action",en,2002-03-04,6.2,races.;into;to,The Time Machine
"Action, Crime, Drama",zh,2019-12-29,7.5,first;Special;The,S.W.A.T.
"Horror, Thriller",en,2018-03-07,5.6,cover;a;secluded,The Strangers: Prey at Night
"Horror, Thriller",en,2018-02-02,5.9,"souls;Jose,;mansion,",Winchester
"Action, Animation, Drama, Romance",ja,2013-08-24,6.2,battles;police;game,Hakuouki: Wild Dance of Kyoto
"Adventure, Family, Fantasy",en,1986-06-27,7.3,him;baby;given,Labyrinth
"Drama, Romance",en,2003-12-12,6.6,Tracy;of;becomes,Girl with a Pearl Earring
"Action, Drama",ko,2015-07-22,7.4,top;a;awry,Assassination
Horror,fr,1981-05-27,7.3,indicate;an;reason.,Possession
"Horror, Thriller, Mystery",en,2016-01-07,5.2,in;Against;twin,The Forest
Comedy,en,1998-11-06,6.0,machine;college;hidden,The Waterboy
"Action, Adventure, Thriller",en,1997-06-13,4.5,to;Set;to,Speed 2: Cruise Control
"Horror, Mystery, Thriller",en,2005-01-27,6.4,together;'Charlie';it,Hide and Seek
"History, Music, Drama",en,1984-09-19,8.0,the;jealousy;determined,Amadeus
"Fantasy, Adventure, Animation",ja,1993-06-05,7.7,threatens;His;ways—and,Ninja Scroll
"Drama, Fantasy, Thriller",en,2013-09-06,6.3,horns;man;young,Horns
"Comedy, Horror",en,2014-10-10,5.9,fight;hits;hero,Cooties
Action,ko,2018-12-06,5.3,a;criminals.;on,Revenger
"Action, Animation",en,2011-11-25,6.5,two;Rex.;a,Ben 10 Generator Rex Heroes United
"Crime, Thriller, Romance",en,1981-08-28,7.1,rich;husband.;to,Body Heat
Horror,en,2009-01-30,6.5,returns;time;moved,The Uninvited
"Family, Adventure, Animation, Comedy, Fantasy, Mystery",en,2004-06-21,7.4,find;Ness;the,Scooby-Doo! and the Loch Ness Monster
Drama,ru,2014-09-24,7.4,fight;that;further,Leviathan
"Action, Drama",zh,2019-12-23,7.0,a;and;mob,Ip Man: Kung Fu Master
"Action, Comedy",en,2014-01-07,6.2,For;he's;asks,Ride Along
"Drama, Romance",en,1994-12-21,7.3,"War,;and;friends",Little Women
"Horror, Fantasy",en,1988-04-01,6.1,garage.;new;Apocalypse,The Seventh Sign
"Thriller, Mystery",en,2015-10-03,5.2,impunity;young;ex-logger,Blackway
"Drama, Romance",en,2010-03-11,7.1,Ally;death.;love.,Remember Me
"Drama, Comedy, Romance",en,2006-02-24,6.3,"nieces,;Madea's;are",Madea's Family Reunion
"Horror, Thriller",en,1978-11-02,5.9,four;is;she,Day of the Woman
Crime,en,2018-12-14,5.4,drug.;security;violent,Backtrace
"Animation, Action",ja,2005-12-22,5.1,and;Fifth;Chunin,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!
"Drama, Romance, Science Fiction, Thriller, Mystery",en,2017-03-31,6.3,his;named;young,The Discovery
"Comedy, Romance",en,2010-03-11,6.3,does;avoid;When,She's Out of My League
"Romance, Comedy, Family, Fantasy",en,1974-02-12,6.1,a;helps;an,Herbie Rides Again
"Action, Thriller, Crime, Romance",en,1993-09-09,7.5,hooker;marries;her,True Romance
"Drama, Mystery, Thriller",no,2017-09-15,6.9,episodes;experience;inexplicable,Thelma
"Horror, Action, Comedy",en,2014-10-20,4.9,riverside;of;ruined,Zombeavers
"Western, Action",en,2001-08-17,5.9,learns;their;outlaw,American Outlaws
Comedy,en,2015-12-18,6.0,childhood;bedrooms;their,Sisters
"Crime, Drama, Mystery, Thriller",en,1997-09-19,7.8,police;and;at,L.A. Confidential
"Action, Adventure, Fantasy, Thriller",en,2003-07-21,5.7,after;search;box,Lara Croft: Tomb Raider - The Cradle of Life
"History, Drama",en,2021-06-18,7.8,broken;and;to,12 Mighty Orphans
"Action, Thriller, Drama",en,2002-02-06,5.7,into;loses;Perrini.,Collateral Damage
Drama,en,2013-08-01,7.0,live;woman;getting,Blue Jasmine
"Action, Comedy, Adventure",cn,1983-12-22,7.3,pirates;will;but,Project A
"Animation, Action, Adventure",ja,2011-03-19,5.6,"a;youngster,;much",Toriko 3D Movie: Kaimaku! Gourmet Adventure!!
"Crime, Drama, Thriller",en,1996-10-18,7.6,revenge;prison;at,Sleepers
"Thriller, Action, Drama",en,2002-05-31,6.3,succeeds;to;young,The Sum of All Fears
"Romance, Comedy",en,2018-11-22,6.4,she;prove;a,Second Act
"Comedy, Drama, Romance",en,2000-09-01,5.8,during;journey;instantly,100 Girls
"Crime, Drama",en,2001-06-15,6.7,proved;teenagers;has,Bully
"Action, Adventure, Science Fiction",ja,2013-08-24,4.9,It;to;threatens,Gatchaman
"Action, Thriller",en,2015-12-18,4.6,by;be;operation.,Extraction
"Action, Comedy",en,2019-07-11,6.7,they;a;mismatched,Stuber
"Drama, Action, Comedy",fr,2001-10-31,6.6,is;months;view,Wasabi
Music,ko,2022-03-12,0.0,‘BTS;by;Seoul,BTS PERMISSION TO DANCE ON STAGE - SEOUL: LIVE VIEWING
"Science Fiction, Action",en,1988-11-23,7.3,"Nada,;population;meaning",They Live
"Family, Action, Animation, Adventure, Fantasy, Science Fiction",ja,2003-07-19,6.5,revive;power.;powers,Pokémon: Jirachi Wish Maker
"Mystery, Thriller",en,1999-08-25,6.4,"Kingdom;a;murder,",The Ninth Gate
"Comedy, Drama, Romance, Family",en,2020-03-10,7.6,"grades,;a;Leo",Stargirl
Western,it,1964-01-18,7.9,bearing;stranger;waylaid,A Fistful of Dollars
"Action, Adventure, Comedy, Science Fiction",ja,2015-03-21,7.3,of;Teacher;he,Assassination Classroom
Comedy,en,1980-07-02,7.3,girlfriend/stewardess/co-pilot;;flight;zany,Airplane!
Horror,en,2015-04-07,5.1,paranormal;in;and,Always Watching: A Marble Hornets Story
"Action, Comedy, Horror, Science Fiction, Thriller",en,2001-10-02,5.8,his;two;again.,Tremors 3: Back to Perfection
"Drama, Fantasy, Horror, Thriller",en,2016-04-07,6.4,sleeps.;child's;physically,Before I Wake
"Comedy, Animation, Adventure, Family",en,2012-06-05,6.0,"bird;the;naïve,",Zambezia
"Fantasy, Drama, Comedy, Romance, Family",en,1988-06-03,7.1,learn;a;his,Big
"Science Fiction, Action, Adventure",en,1980-12-04,6.7,"Zod,;mettle.;Led",Superman II
Science Fiction,en,2014-11-23,2.8,all;those;battle,"10,000 Days"
"Animation, Family, Comedy",en,2000-02-29,6.3,extreme;both;Max,An Extremely Goofy Movie
"Family, Animation, Action, Adventure, Fantasy, Science Fiction",ja,2012-07-13,6.3,Swordsman.;against;his,Pokémon the Movie: Kyurem vs. the Sword of Justice
"Comedy, Action, Fantasy",en,2014-02-07,6.3,sanctuary.;to;her,Vampire Academy
"Crime, Drama, Thriller, Mystery",en,2016-08-19,6.4,he;idealistic;underworld,Imperium
"Action, Comedy, Thriller, Mystery",en,2017-06-08,5.2,"about;ladies,;local",Once Upon a Time in Venice
"Drama, Action, Comedy",cn,2006-09-28,7.0,"Fong,;baby.;overcome",Robin-B-Hood
"Adventure, Comedy, Drama, Family",en,1996-03-08,6.5,from;road;blocked,Homeward Bound II: Lost in San Francisco
Drama,en,1951-09-18,7.7,moves;with;in,A Streetcar Named Desire
"Fantasy, Drama, Romance",en,1998-10-02,7.2,thing;hell.;Chris,What Dreams May Come
"Comedy, Drama, Romance",en,1994-03-09,6.8,must;notion;love.,Four Weddings and a Funeral
"Action, Drama, History",en,1962-08-01,6.3,to;his;Leonidas,The 300 Spartans
"Action, Comedy, Drama",da,2020-11-19,7.2,"train;However,;surfaces",Riders of Justice
"Fantasy, Horror",nb,2010-10-29,6.7,mysterious;A;learning,Troll Hunter
"Comedy, Horror",en,2008-04-18,4.8,turning;government;a,Zombie Strippers!
"Action, Crime",en,2018-06-13,6.8,threatens;he;criminal,SuperFly
"Animation, Thriller",ja,1997-07-25,8.3,is;she;of,Perfect Blue
"Comedy, Family, Fantasy",en,2003-10-09,6.7,find;falls;young,Elf
"Comedy, Crime, Drama, Mystery",en,2016-11-23,5.3,for;sunshine;somehow,Bad Santa 2
"Fantasy, Animation, Adventure",ja,2004-12-23,7.7,the;it's;Shitoushin.,Inuyasha the Movie 4: Fire on the Mystic Island
"Action, Adventure, Animation, Fantasy, Science Fiction",en,2007-01-23,6.2,to;temple;back,The Invincible Iron Man
Drama,tr,2022-03-04,0.0,despite;difficulties;afloat,Bergen
"Action, Animation, Science Fiction",ja,2008-07-12,7.5,were;a;a,Ghost in the Shell 2.0
"Drama, Family, Fantasy, Adventure",en,1990-10-24,5.7,Once;face;which,The NeverEnding Story II: The Next Chapter
"Animation, Family, Action",en,2008-11-08,6.7,the;Five's;of,Kung Fu Panda: Secrets of the Furious Five
"Horror, Mystery",en,2010-10-20,5.8,begin;house.;activity,Paranormal Activity 2
"Comedy, Romance",nl,2021-07-15,6.3,sets;career-less;(pity,Meskina
"Action, Adventure, Comedy, Romance",cn,1993-01-16,6.5,"terrorists,;of;murderous",City Hunter
"Mystery, Drama, Romance",en,2015-06-18,6.1,"the;path,;gets,",Paper Towns
"Family, Action, Adventure, Animation, Comedy, Fantasy, Science Fiction",en,2001-12-21,5.9,it;but;of,Jimmy Neutron: Boy Genius
"Drama, Comedy",cn,2017-02-10,7.5,their;between;competition,Cook Up a Storm
"Adventure, Comedy, Animation, Family",en,2016-06-18,6.2,"Duke,;takes;The",The Secret Life of Pets
"Drama, Science Fiction",en,2014-08-13,6.5,"""real"";of;without",The Giver
"Animation, Action, Family, Science Fiction, TV Movie",en,1999-01-10,7.4,he;the;Fuelled,Batman Beyond: The Movie
"Comedy, Fantasy, Romance",en,2019-02-13,6.2,"after;time,;fantasy.",Isn't It Romantic
"Animation, Action",ja,2018-03-24,5.8,time;finds;transported,Batman Ninja
Western,en,1969-06-11,7.5,done.;involves;recruits,True Grit
"Animation, Action, Adventure, Fantasy",ja,2009-10-03,6.3,Yuri;young;the,Tales of Vesperia: The First Strike
"Animation, Family, Music",en,2015-10-19,7.6,"in;York,;her","Monster High: Boo York, Boo York"
"Fantasy, Romance, Drama, Comedy",en,2005-09-16,6.9,apartment;convinced;moves,Just Like Heaven
"Adventure, History, Action",en,1999-08-13,6.6,company;they;Ahmad,The 13th Warrior
"Comedy, Adventure",en,2015-01-21,5.5,hidden;to;An,Mortdecai
"Action, Adventure, Comedy, TV Movie",en,2007-03-04,6.2,their;Uncle;of,The Dukes of Hazzard: The Beginning
"Romance, Animation, Family, Comedy, Adventure",en,1995-04-07,6.9,at;principal;convinces,A Goofy Movie
"Comedy, Drama, Family, Romance",en,2008-07-25,6.4,who;soaring;her,"Angus, Thongs and Perfect Snogging"
"Comedy, Drama, Romance",en,2015-04-24,6.5,person;Ted;his,Just Before I Go
"Fantasy, Action, Drama",en,2011-11-10,5.9,against;weapon;the,Immortals
"Science Fiction, Thriller",en,2019-06-07,6.7,inexplicable;earth;robot,I Am Mother
"Adventure, Fantasy, Action",en,1984-06-29,6.1,consideration;inherit;Horn,Conan the Destroyer
"Drama, Thriller, War",nl,2006-09-14,7.5,War;infiltrates;the,Black Book
"Crime, Drama, Thriller",en,2014-12-31,6.6,to;City;the,A Most Violent Year
"Thriller, Drama",en,2004-02-09,7.5,ability;by;who,The Machinist
"Action, Thriller",en,2012-11-29,5.6,with;CIA;expose,A Dark Truth
Comedy,en,2020-10-23,6.5,young;life;his,Borat Subsequent Moviefilm
"Action, Adventure, War",en,1968-12-04,7.6,to;held;breach.,Where Eagles Dare
Comedy,it,1975-07-11,5.2,tries;seduce;love,The School Teacher
"Adventure, Fantasy, Comedy, Family",en,1989-08-25,5.8,Soon;of;the,Little Monsters
"Fantasy, Adventure, Animation",ja,2017-07-08,7.1,who;it;forest,Mary and The Witch's Flower
